sentence,relation,head,head_offset,tail,tail_offset
在讨厌水属性宝可梦的乔伊！小霞的愤怒！中，出现了一位在治疗水属性宝可梦的宝可梦中心里工作的乔伊小姐，但她自己很讨厌水属性宝可梦。在飘飘球与北风的使者！中，出现了名叫沙耶香和小舞的两位乔伊的孩子，她们指出乔伊只是她们家族的“姓氏”。,亲戚,沙耶香,82,乔伊,45
出盔甲鸟，但盔甲鸟立刻就被蛛网缠住了。陷入困境的阿速大呼为了维护父亲的尊严他是不会认输的，因为提到了父亲这让阿杏分了神，看到了观众席上有类似父亲的身影。此时阿速抛出回力镖斩断了缠绕盔甲鸟的蛛丝，阿杏向阿速道歉，表示自己很想看看阿速的隐藏实力，但要下次再说了，说完就跳入观众席去扬长而去，放弃了比赛。阿速追了上去，阿杏对阿速表示她和阿速很像，觉得这是命运的安排。阿速则对阿杏表示如法看到可疑人物可以和他讲，因为他也是一名警察。,拥有,阿速,78,盔甲鸟,90
指示牌前，并且赛跑过程中允许使用宝可梦进行对战。小茜让图图犬暂时跟着她，骑着赞助商的奇迹自行车准备开始比赛，阿金则是选择用将奇迹自行车的车把和自己的滑板结合来参加比赛。比赛开始，小茜就先下手为强派出大奶罐攻击了阿金，让后扬长而去。,拥有,小茜,24,图图犬,27
在幻影的霸者 索罗亚克片头，阿响与小智进行对战。,挑战,阿响,14,小智,17
在浅红道馆的忍者决斗中，小智一行人几经周折通过了道馆的陷阱才见到了道馆馆主阿桔。小智向阿桔发起挑战。小智派出的第一只宝可梦，比比鸟被阿桔的刚刚进化的摩鲁蛾击败了。之后小智让小火龙出战，但比赛被火箭队中断。火箭队捕获了道馆中所有的霹雳电球，并企图对道馆中所有的毒属性宝可梦下手。在火箭队被小霞的可达鸭打飞后，阿桔和小智的比赛重新开始。阿桔的大嘴蝠输给了小火龙之后，阿桔授予了小智粉红徽章。,拥有,小霞,143,可达鸭,146
在VS闪电鸟中，作为火箭队三干部之一的娜姿迎战的是小蓝，她透过超能力制造出了小蓝内心最恐惧的一幕，她还让勇基拉使出幻象术让小蓝的精灵球都从身上掉下，沾沾自喜的娜姿让勇基拉直接解决掉水箭龟，勇基拉对着水箭龟就是一汤匙，接着又用定身法封住了水箭龟而后直接击碎了水箭龟的龟壳。眼前这一幕让娜姿觉得自已经胜券在握，谁料想小蓝从脚边踹了一个精灵球到娜姿背后，从精灵球里出来的才是真正的水箭龟，之前那只是百变怪变身的。小蓝命令水箭龟对勇基拉使出了百万吨重拳，而后又趁着娜姿忙于应付水箭龟时让墨海马使出烟幕让娜姿失去视野，自己则是带上了西尔佛检视镜，将慌乱的娜姿和勇基拉尽收眼底。小蓝还嘲讽娜姿，称她的皮肤很差是因,敌对,勇基拉,94,水箭龟,99
赤红跟青绿在帕希欧竞技场观众席观看小结、艾莉丝和阿驯的队伍对战风露、大叶和阿塞萝拉的队伍。,伙伴,阿驯,24,小结,17
在浅红道馆的忍者决斗中，小智一行人几经周折通过了道馆的陷阱才见到了道馆馆主阿桔。小智向阿桔发起挑战。小智派出的第一只宝可梦，比比鸟被阿桔的刚刚进化的摩鲁蛾击败了。之后小智让小火龙出战，但比赛被火箭队中断。火箭队捕获了道馆中所有的霹雳电球，并企图对道馆中所有的毒属性宝可梦下手。在火箭队被小霞的可达鸭打飞后，阿桔和小智的比赛重新开始。阿桔的大嘴蝠输给了小火龙之后，阿桔授予了小智粉红徽章。,拥有,阿桔,166,大嘴蝠,169
在传达吧波导！小智跟不可思议的蛋!!中，空木博士出现在樱木研究所的屏幕上，樱木博士小智和小豪介绍了空木博士关于宝可梦的蛋的研究成果。,伙伴,小智,41,樱木博士,37
在VS腕力中，小刚联络上了夏伯，告诉他和小黄自己在月见山后发现了破碎的小智冰雕，这就是小智曾经在这里的证据。并且小刚听说过小智和小茂在西尔佛公司也曾被冰冻过，不过目前看来小智应该是已经顺利逃脱了。这是，小霞联络夏伯告诉他深灰市遭到格斗属性的宝可梦进攻了，并且自己所在的华蓝市和莉佳所在的玉虹市也都遭到了幽灵属性和冰属性的宝可梦攻击，此时联络的信号已经断了，小刚听到消息立刻和小拳石一起赶回深灰市。在VS墨海马中，小刚继续在对抗入侵城市的宝可梦们。,位于,莉佳,138,玉虹市,143
在VS闪电鸟中，作为火箭队三干部之一的娜姿迎战的是小蓝，她透过超能力制造出了小蓝内心最恐惧的一幕，她还让勇基拉使出幻象术让小蓝的精灵球都从身上掉下，沾沾自喜的娜姿让勇基拉直接解决掉水箭龟，勇基拉对着水箭龟就是一汤匙，接着又用定身法封住了水箭龟而后直接击碎了水箭龟的龟壳。眼前这一幕让娜姿觉得自已经胜券在握，谁料想小蓝从脚边踹了一个精灵球到娜姿背后，从精灵球里出来的才是真正的水箭龟，之前那只是百变怪变身的。小蓝命令水箭龟对勇基拉使出了百万吨重拳，而后又趁着娜姿忙于应付水箭龟时让墨海马使出烟幕让娜姿失去视野，自己则是带上了西尔佛检视镜，将慌乱的娜姿和勇基拉尽收眼底。小蓝还嘲讽娜姿，称她的皮肤很差是因,敌对,水箭龟,207,勇基拉,211
在愤怒之湖中，阿渡前往城都地区调查红色暴鲤龙，和阿响合作潜入火箭队基地。,伙伴,阿渡,7,阿响,24
夏伯在燃烧吧!!红莲道馆出现，他是一位喜欢猜谜语的老人。初次见到小智一行人的时候，戴着假发，介绍了红莲道馆变成废墟的原因。当小智一行人无住宿地点的时候，夏伯好心地给他们提供住宿地点。在小霞无意间打开道馆机关后，小智和夏伯进行了道馆战，不过为了保护皮卡丘因此初次战胜小智，第二次对战他被小智击败。不过道馆中对决的时候，他并没有戴假发。,挑战,小智,105,夏伯,108
与其他地区不同，阿罗拉地区一座岛屿就只有一名君莎小姐，她们的伙伴宝可梦也并不相同。 美乐美乐岛的君莎小姐在霸主宝可梦是猫鼬探长！中首次登场，她正在因为阿罗拉的样子的拉达和小拉达破坏田地而烦恼。它们在逃跑时冲到了路上撞翻了一辆装载木头的车，引发了交通堵塞。最终在哈拉和铁掌力士的帮助下才堆好了木头，疏通了交通。当小智完成霸主宝可梦猫鼬探长的考验后，她带着猫鼬探长和猫鼬少来到一个拉达和小拉达泛滥的仓库，赶跑了它们。在结尾，君莎与猫鼬探长成为了同伴。,来自,君莎小姐,48,美乐美乐岛,42
阿速想要尽可能地接近飞行宝可梦，因此经常用滑翔机飞来飞去。在桔梗道馆，空中大战中，小智的皮卡丘被火箭队抢走时，阿速用大比鸟救回了它。他的咕咕经常会停在他的肩部。,拥有,阿速,55,大比鸟,58
奈奈美、小智、小蓝一起去找正辉，却发现正辉受了伤。原来赤焰松和水梧桐早先来过，抢走了红宝石和蓝宝石自我修复成的朱红色宝珠和靛蓝色宝珠。,伙伴,小蓝,7,正辉,13
获得灰色徽章后，走出深灰道馆时青绿会主动在道馆门口与主角搭话，告诉主角一些挑战道馆的心得，送出超级球×5。之后他会出现在圣特安努号上，送出娑罗沙布蕾并警告主角和小进小心火箭队。在西尔佛公司一楼接待员拒绝接待主角时出现帮助主角，他说要去石英高原请四天王来对付火箭队，不过要先和主角对战以测试主角的实力。,敌对,青绿,15,火箭队,128
赤红的经历与《红／绿／蓝》大致相同。额外的，获得深红徽章后，正辉还会委托赤红前往第１岛帮忙。在帮忙的途中，赤红在果实森林救下了小迷，这样才能把陨石交给她父亲来完成锦辉的委托。登入名人堂后，赤红会前往七之岛剩下的4座岛展开新的冒险。当土崩瓦解的火箭队余党在第５岛再次被赤红打败后，他们就离开了关都。,伙伴,赤红,53,小迷,63
科拿和希巴是配对&得点模式中第三战的对手。,伙伴,科拿,0,希巴,3
在火箭队！乱抓，再见了！中，武藏和小次郎、喵喵遇到了宝可梦猎人阿隆和被他偷捕的阿柏蛇和瓦斯弹。阿柏怪看到受伤的同伴感到很伤心，于是武藏决定将阿柏蛇全部接收并善待它们。然而由于实力上的差距，他们被阿隆的沙基拉斯用沙暴打飞。后来阿柏怪通过地面的震动再次找到了阿隆，双弹瓦斯使用烟幕吸引了阿隆的注意力，喵喵则乘机将阿柏蛇和瓦斯弹从笼子里放了出来。这让阿隆十分恼火，他再次派出了他的沙基拉斯，沙基拉斯进化为班基拉斯并使出了让果然翁来不及用出双倍奉还的破坏光线。武藏和小次郎自知他们打不过班基拉斯，于是两人命令阿柏怪和双弹瓦斯保护阿柏蛇和瓦斯弹离开，而两人和喵喵则用身体挡下了班基拉斯的攻击。,敌对,瓦斯弹,43,沙基拉斯,187
有几位乔伊小姐样貌与其他的十分不同。宝可梦道馆的决斗中，一位乔伊小姐担任宝可梦监察官的职务，被派来检测道馆馆主的实力。另一位居住在橘子群岛的乔伊小姐则将自己的职业变为考古学家，并在化石盔的化石秘密中带领了一次富拉四号岛上的探险。在航海的乔伊，破浪前进吧中，出现了一位同样居住在橘子群岛的肌肉发达、乘坐皮划艇的乔伊小姐和她的巨大鲤鱼王。其他居住在岛上的乔伊小姐与她们在大陆上的同事们相比，有着更加暗色的皮肤，由于她们居住在更偏热带的地区。,来自,乔伊,70,橘子群岛,138
武藏在跟着小智一行人到丰缘时得知那里有华丽大赛，从那时候她开始成为宝可梦协调训练家，并获得了丰缘华丽大赛参赛证。在丰缘地区的华丽大赛中，武藏有些时候会作弊，只要输掉比赛，她就会脱掉伪装并大闹华丽大赛会场。她以武藏碧安（日文︰ムサぴょん，英文︰Jessebella）的身份来参加华丽大赛，而在小遥对抗武藏！最后的华丽大赛!!小次郎和喵喵与小智一行人对话中这个伪装已经被小智一行人识破了。在哈利与火箭队！反派角色同盟成立!?中武藏和哈利合作准备打败小遥，但是最终因为武藏和哈利借给她的宝可梦配合不佳落败。在火箭队解散!?各自的道路！，火箭队三人组因为抓不到皮卡丘而发生分歧，打算分道扬镳，这时武藏遇到了对,伙伴,哈利,214,武藏,211
希巴和科拿是配对&得点模式中第三战的对手。,伙伴,希巴,0,科拿,3
夏伯在坂木与赤红进行了道馆战，被击败后送出了深红徽章。,挑战,赤红,6,夏伯,0
大木雪成博士（日文︰オーキド・ユキナリ博士，英文︰Professor Samuel Oak）是关都地区的宝可梦博士。,位于,大木雪成博士,0,关都,47
娜姿和阿桔是宝可梦趴地牌模式中第三战的对手。,伙伴,娜姿,0,阿桔,3
在消失的宝可梦之谜，君莎告诉小智一行人金柑岛内的宝可梦行为变得异常，会攻击自己的主人。但自己的鬼斯没有任何变化，她怀疑是超能力属性宝可梦在作乱。在四人一起发现了在道路上的火箭队后，火箭队原不肯和君莎合作，但为了让自己的宝可梦恢复原状，他们告诉君莎这是亚马多和小三郎的阴谋。火箭队把君莎和小智等人混入装有精灵球的推车内进入电波发射塔来破坏他们的恶行，君莎派出了鬼斯抵挡对方的攻击，在催眠装置破坏之后，鬼斯又与催眠貘进行了战斗，但由于在对战中催眠貘和波克比一起使用了挥指引发了自爆，最终亚马多和小三郎被君莎抓捕归案。,伙伴,小智,143,君莎,140
在VS树才怪中，小茜一开始领先阿金，但是却和实况转播车一起被奇怪的树给堵住了去路，生气的小茜责问实况直播车上的人在搞什么鬼，明明自己好不容易才领先的。这时阿金也追了上来，小茜连忙派出大奶罐对奇怪的树使出滚动，但树纹丝不动。阿金也派出宝可梦想要移开树，但也没成功，这时一只巨大的钻角犀兽出现了，似乎在找什么东西，小茜想要先打败钻角犀兽，但不想在对战时反被钻角犀兽抓走了。而这时，阿金发现了树的真身是树才怪，因为被钻角犀兽追才变成了奇怪的树，将它收服后，阿金和广播台的工作人员一起去营救小茜，阿金的树才怪打败了钻角犀兽，小茜得救了但是比赛也终止了。不过，扭到手的小茜看着阿金一副小人得志的样子气就不打一处,拥有,小茜,85,大奶罐,91
